,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,url
1924_14,0.0005349299437442371,0.002498625617613307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007854004410197085,0.010362770905914637,0.0,0.0,0.02549790134461207,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/14.html
1924_15,0.0,0.0,0.028814603868900016,0.00121563038388677,0.011334744621227051,0.0,0.0,9.099641018934937e-05,0.0,0.0,0.0018510302581105937,0.00883786858384748,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/15.html
1924_16,0.0004904169831280971,0.0,0.008914833990802373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11389522109246492,0.0,0.004714754202627672,0.03816350120997155,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/16.html
1924_17,0.0019374878462678638,0.0,0.003190468568432429,0.0,0.004622490884768605,0.026204899957959694,0.0,0.0,0.0079023749787104,0.002141171789397702,0.0,0.056811928580236794,0.0,0.010943637439954556,0.010608926461637302,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/17.html
1924_18,0.0,0.04897330656324473,0.003008441109243769,0.0,0.005351391920644818,0.005794025881661068,0.009455680188971818,0.05932454306398479,0.0007607836667523661,0.0,0.0,0.0017101992225695302,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/18.html
1924_19,0.031833809755575405,0.0,0.00020042113373794351,0.0,0.0,0.014808204945189267,0.0,0.0,0.00576361151523538,0.0,0.0,0.013991042236731794,0.0,0.0,0.10968395996108643,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/19.html
1924_20,0.0,0.0,0.0,0.0,0.02099855411120894,0.0,9.592579636715085e-05,0.0,0.05731153392902197,0.0,0.0,0.001331695522607277,0.0,0.017797500241845707,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/20.html
1924_21,0.0,0.007735173490223586,0.0,0.0,0.0007853489091953691,0.07295585335104728,0.0,0.0012197610707529003,0.0,0.0,0.0,0.0,0.017954619200099952,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/21.html
1924_22,0.02813706726729966,0.0,0.0,0.0028544147761462237,0.00992823958914311,0.0,0.0,0.0,0.014628152272806295,0.0,0.0,0.0027388229111961026,0.0,0.023591044210945225,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/22.html
1924_23,0.11294901824449775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038921947903005585,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/23.html
1924_24,0.004519445002073414,0.0,0.0,0.0,0.0,0.11138038731740432,0.0,0.0,0.0,0.0,0.0,0.0,0.011278678231466988,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/24.html
1924_25,0.0,0.0,0.0033075077744190826,0.008494830151290647,0.0,0.005349365174393026,0.0,0.0,0.07262659580383722,0.0,0.0,0.028619106550536504,0.0,0.015697699700119836,0.011270965522849667,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/25.html
1924_26,0.0,0.011526510672261696,0.0,0.0,0.002960347138759463,7.723536165105215e-05,0.0,0.00988699030591874,0.020251685510947776,0.0,0.0,0.017056724276733007,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/26.html
1924_27,0.0,0.0,0.0,0.0018749084817426983,0.05818839424786635,0.0,0.0028319817991599243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/27.html
1924_28,0.0,0.0,0.0,0.0,0.009817996590066165,0.01721027919319872,0.00013578359550614187,0.005664119864823431,0.010310580334654235,0.001052959874275579,0.0,0.02852340733928076,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/28.html
1924_29,0.0,0.0004705058888956718,0.0,0.0,0.013920973665638735,0.0,0.0,0.0,0.0,0.007726280700507879,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/29.html
1924_31,0.0,0.001137017208336971,0.0,0.0009250099000375218,0.01912099839519168,0.0,0.002694575173713604,0.00251536926604071,0.0,0.0,0.0031596728169481876,0.05503528670809896,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/31.html
1924_32,0.0739426264111941,0.0,0.0,0.00010984291018653317,0.0005724481689202679,0.0006381471778520473,0.0,0.003827582725343815,0.0,0.00012214667373167592,0.0,0.0038667568575755182,0.0,0.0,0.06677011155901848,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/32.html
1924_33,0.0,0.0018672963272192474,0.1496521636704764,0.0,0.016517037566778758,0.0,0.0,0.000454289414616015,0.0,0.0,0.008998546506944542,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/33.html
1924_34,0.03343800175481159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11041840993092877,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/34.html
1924_35,0.0,0.0020466950850099174,0.0,0.0,0.0,8.83460165836475e-05,0.0,0.0,0.0009990234403844413,0.0,0.0,0.07008383308652781,0.0,0.0,0.01785758850410881,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/35.html
1924_36,0.0029044172679500153,0.054151113209957705,0.0012984880666461762,0.04641434014982655,0.017842579625319082,0.0,0.01098161664589887,0.002824058713789368,0.010121241728358116,0.0,0.006833690029115854,0.0027872317893515887,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/36.html
1924_37,0.0,0.0,0.0,0.0,0.07259432347433231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003924312722910273,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/37.html
1924_38,0.0,0.0,0.07727611851717041,0.0,0.005346710351729141,0.0004321049438386915,0.021979907022181968,0.0028200084275887224,0.0,0.0015235657116735271,0.0,0.0027193001620305483,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/38.html
1924_39,0.0,0.0,0.004878895375972942,0.002750613440961593,0.060367708255184824,0.0010986769281916974,0.0113578138017794,0.0,0.0,0.0,0.0037228912307992936,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/39.html
1924_40,0.0,0.0,0.0,0.0,0.09712091201468713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/40.html
1924_41,0.006392280341382491,0.0009325715061407341,0.08264718017402897,0.006787369073653082,0.02739600604329912,0.0009608078692854017,0.0,0.0064445592755864875,0.0,0.0,0.007971575162027811,0.004851214148760048,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/41.html
1924_42,0.0,0.0018499636198910905,0.0,0.0,0.01887427169534322,0.0,0.0,0.0,0.0,0.006235333334546286,0.013903892850272754,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/42.html
1924_43,0.0,0.002407235393120741,0.0,0.00043545211647481966,0.004042241471462762,0.0,0.0,0.0,0.0018508328005110548,0.0,0.007973186533190913,0.0,0.0,0.037833259441300574,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/43.html
1924_44,0.0,0.0,0.0,0.0,0.011653570883827631,0.08071946255663962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027211485318172774,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/44.html
1924_45,0.0,0.014363614297040722,0.014678962023737769,0.0,0.007488690722627598,0.0,0.012889017475721265,0.0,0.016502483119194868,0.0,0.0,0.04448310932306819,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/45.html
1924_46,0.0,0.0,0.0,0.0027952632099208057,0.007775511954177523,0.0,0.0,0.05698461002959599,0.029343468576739057,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/46.html
1924_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005717542191047674,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/47.html
1924_48,0.0,0.0,0.0,0.0397056228235044,0.0,0.004918564483045822,0.0016522835875590668,0.0023400964824871117,0.0,0.0,0.0,0.07408093339827404,0.03400001375488644,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/48.html
1924_49,0.11514187182233254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036966608298540475,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/49.html
1924_50,0.0,0.0,0.002635364488080315,0.0,0.1403420793110029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/50.html
1924_51,0.0,0.05131133483609459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211572589982496,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/51.html
1924_52,0.023215164116030872,0.005226713191167231,0.0017288497981693331,0.000539929150558426,0.01842670702735013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/52.html
1924_53,0.0,0.01078999852897176,0.0,0.007063710342289946,0.006711694275026595,0.0,0.0,0.0032089145630616015,0.0,0.048441169071834565,0.0,0.0041814807503338675,0.0,0.0,0.0618335481676264,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/53.html
1924_54,0.03049372448257047,0.0,0.0,0.037522376436759236,0.000652783788858799,0.013280394715476575,0.0,0.0,0.012854943818108502,0.0,0.0,0.0330429195875138,0.0,0.007256714892350121,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/54.html
1924_55,0.0,0.0,0.0008755068609222136,4.2450778067448e-05,0.01758977863290343,0.0,0.0,0.008979112089734937,0.03278927571779064,0.0,0.0,0.05504407422959949,0.0,0.005726314682788185,0.001167789872123878,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/55.html
1924_56,0.0,0.06852585463917442,0.0,0.0,0.00818034462860693,0.0,0.0,0.011682798456903643,0.0,0.009738213100917013,0.0,0.003560815599200953,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/56.html
1924_57,0.0,0.0059186565361558354,0.0,0.0,0.0027718604808569624,0.0,0.0,0.0,0.0,0.0,0.0,0.10950851635145228,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/57.html
1924_58,0.0,0.009382741187004629,0.0,0.0,0.002290961123221475,0.0,0.0,0.03630904454745515,0.042067048923307024,0.0,0.0017903993823846678,0.02059430678771914,0.0009163024917776103,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/58.html
1924_59,0.040026997339853404,0.0006894554710696204,0.005698715390715871,0.005644888274219946,0.014407553482847113,0.0,0.011888369984133736,0.004966663424798216,0.005478925155314385,0.0,0.0,0.0016413643467726028,0.0,0.004061906090496545,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/59.html
1924_60,0.012238624380100961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10592729795290773,0.0,0.0,0.008721483336364338,0.0,0.0,0.0011658315648742277,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/60.html
1924_61,0.0,0.0,0.09612135141473788,0.0,0.03434785623812359,0.0,0.0023139515203356434,0.005078096655364428,0.004072797107577657,0.0,0.011429992035548299,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/61.html
1924_62,0.0,0.0,0.06248965605115113,0.0010794625611883094,0.009610483676702149,0.0,0.005416486325131311,0.004206556545133373,0.0007636429764899302,0.0,0.02274452415175142,0.0018910167862644263,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/62.html
1924_64,0.0,0.0013312924909367038,0.1060275785254215,0.0,0.0,0.0,0.0,0.002974301113446146,0.0,0.0,0.006414940903574501,1.473246476100373e-05,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/64.html
1924_66,0.08246893149313894,0.0,0.000975454510357829,0.00040915079232357426,0.0010861694840628773,0.0,0.0,0.002297705214259182,0.005520500883016995,0.0,0.0019074035132487699,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1924/66.html
1925_1,0.0021242905760477733,0.0011539094326074029,0.0036115502519066386,0.0009061911156149569,0.029927385554428938,0.00023659731692454136,0.005986965925550113,0.0,0.0,0.0,0.03491157035990658,0.0,0.0,0.03773233278854775,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/1.html
1925_2,0.014078237866409455,0.0,0.0,0.07850604836617137,0.0,0.009058689745070543,0.0,0.0,0.013845821393942347,0.0,0.0,0.023863683047021265,0.026589121762593836,0.0,0.003256131576745103,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/2.html
1925_3,0.0,0.004314061385066974,0.08725938834860024,0.0,0.019105075617877238,0.0,0.0,0.006853898217036919,0.0019351996336715558,0.0,0.004623337119845303,0.0018127777118777367,0.0,0.0021560805852891963,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/3.html
1925_4,0.07965982978609114,0.0,0.00035008070742154887,0.0,0.06200413200950243,0.0,0.0045297793519213,0.0,0.0,0.0,0.0017701474715520068,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/4.html
1925_5,0.0,0.0036451739019167056,0.10372704941474838,0.0,0.0005460143366978855,0.0,0.0,0.006838321319061428,0.01701895343624787,0.007156675448941027,0.0018260436923887191,0.0035026149937674375,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/5.html
1925_6,0.0,0.0013917129679871807,0.0,0.0,0.010337774314713834,0.0,0.0,0.0015889275554334251,0.0,0.0,0.017742206348305867,0.0,0.028365872201663683,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/6.html
1925_7,0.0,0.0,0.13862109195766575,0.0,0.012211672709061965,0.0,0.008034092036824847,0.0,0.0,0.0,0.0,0.0,0.0,0.002099130689807774,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/7.html
1925_8,0.051938964495772455,0.00010491947548557393,0.0,0.029603803198368656,0.0002799549800645477,0.0,0.0,0.0,0.012189866007621413,0.0,0.0,0.00136822205774582,0.0,0.0015261595625762348,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/8.html
1925_9,0.0,0.0,0.0,0.0693331053719193,0.026881204835417394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/9.html
1925_10,0.0,0.0,0.0,0.006656023726306754,0.006563873282180108,0.020698189846992718,0.0,0.0,0.0,0.0005075560933872475,0.0,0.05364625650381477,0.004828667652442025,0.0,0.001086349553001203,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/10.html
1925_11,0.005228816027292331,0.0,0.0,1.6602414164746736e-05,0.06421223234415034,0.0,0.0,0.0,0.0,0.0,0.0008434474605206668,0.0018801122830913667,0.0,6.776682455686853e-05,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/11.html
1925_12,0.00013656703758284142,0.003735132231703276,0.0,0.002669483805836472,0.016384758587452967,0.011204572389758223,0.0,0.0,0.0021253757814350916,0.0011688136014549751,0.0,0.054517872760090284,0.004396545097782378,0.015353377421085418,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/12.html
1925_13,0.0,0.0029564552361818104,0.0,0.0,0.002310744796199797,0.007601059086165536,0.0,0.0,0.04974833618586012,0.0,0.0,0.0251534217302117,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/13.html
1925_14,0.0,0.0014670357775050716,0.000821632653259696,0.005514743166387519,0.0,0.08939832456309366,0.0013514204912103318,0.0034024796121118524,0.002519267231841458,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/14.html
1925_15,0.0,0.0002842283424863258,0.0,0.06865665922680678,0.019716475230605116,0.016111864295873104,0.0,0.004144274159223329,0.02357050116146214,0.0,0.0,0.0,0.0,0.0027222095919930086,0.011311060466452812,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/15.html
1925_16,0.0,0.0,0.0,0.0,0.04767164408379536,0.0,0.0,0.0,0.0,0.00471963802936638,0.0,0.001452761113749817,0.0,0.015817606282457326,0.006090752840871671,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/16.html
1925_17,0.0,0.005232578332544756,0.0,0.0,0.004722388511653221,0.0,0.0,0.0062538208425836845,0.0,0.0017342115847616723,0.0,0.025667683394512874,0.0,0.005564802626451241,0.10698330320892331,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/17.html
1925_18,0.0,0.001250154216635565,0.0,0.0,0.007403073070523157,0.005289125318416689,0.0,0.008454715401759289,0.035504094086870754,0.0,0.0006602684168958128,0.09057633882201328,0.0,0.0,0.0001766397876482114,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/18.html
1925_19,0.0009027347288795845,0.002202432819165101,0.022117063341454152,0.0,0.0031786832653643276,0.0,0.027142298751836,0.0,0.0,0.0,0.0,0.011897698983927384,0.0,0.004276773407257108,0.0001653970192923613,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/19.html
1925_20,0.10017587500599325,0.0,0.0,0.0,0.003512697338498756,0.05863525035867658,0.0,0.0006155491270964934,0.0,0.0,0.0,0.0016177369880911647,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/20.html
1925_21,0.018586289207085865,0.001561989829992286,0.0,0.0011222829648388358,0.001958884641647448,0.0,0.002995653980351584,0.0,0.002973042054900558,0.0,0.0,0.0041753102741237955,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/21.html
1925_22,0.08171933901271465,0.0,0.00484296537707161,0.0,0.03636735698968745,0.0,0.0,0.0,0.02728773970958528,0.0,0.0023976478899064373,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/22.html
1925_23,0.0,0.0,0.0047528010285834985,0.0004351402083072571,0.05403340930090292,0.0,8.10591899345257e-05,0.0,0.0,0.0,0.0,0.0059843384055252025,0.0,0.016165803895085675,0.0009872265786327675,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/23.html
1925_24,0.09550077737865344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053303399522430815,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/24.html
1925_25,0.0,0.0,0.0,0.0020971105465919,0.030858764671735938,0.0016813074437187225,0.0,0.0,0.0,0.0,0.0,0.011757087034699618,0.0,0.029413077254536135,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/25.html
1925_26,0.0,0.0,0.0,0.0688502475094732,3.4107603945295313e-06,0.008984953491404699,0.0,0.006925898539050622,0.0,0.0,0.0,0.01265770373541205,0.0,0.010004752543669358,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/26.html
1925_27,0.0,5.961732300842524e-05,0.1125231762910818,0.0,0.03326798958533391,1.7564546714068633e-05,0.0,0.00543646872880259,0.0,0.0,0.0,0.0,0.0,0.004140336368966616,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/27.html
1925_28,0.0,0.0007706229484965077,0.10704197153859345,0.0,0.011091883631916577,0.0,0.0006786461789783185,0.00787844542730142,0.0,0.051333891282846024,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/28.html
1925_29,0.060761023378847,0.0,0.0,0.0004962341957053441,0.00908061519604567,0.0,0.0,0.0,0.04084231929844313,0.0,0.0,0.004299457844079669,0.0,0.004715305195307413,0.00032275820764913967,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/29.html
1925_30,0.0019276648984466566,0.0,0.0,0.0,0.12523687516982965,0.0,0.0,0.04306090657600385,0.0,0.004515147402516502,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/30.html
1925_31,0.0,0.002368544689582191,0.09321336932663168,0.0,0.0,0.0019005846712755506,0.02799162135975322,0.0036921209546618757,0.0,0.020045057074965022,0.0,0.012827858264137166,0.0,0.0,0.0008660989854312465,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/31.html
1925_32,0.0,0.0,0.0,0.0,0.0,0.0952724632409091,0.0,0.0,0.02892749270271026,0.0,0.0,0.0,0.04246655812091757,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/32.html
1925_33,0.0,0.0,0.0,0.009695132196201918,0.0006342939241932722,0.013094718564762175,0.0,0.04733508645453246,0.01688596976835526,0.0,0.0,0.03376758245980062,0.0,0.0019660846717510874,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/33.html
1925_34,0.0,0.0,0.0,0.04088369140790822,0.0,0.0010739073311132417,0.0,0.0,0.0,0.0,0.0,0.11587460615559454,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/34.html
1925_35,0.0,0.0,0.0,0.0,0.020223981602886604,0.0,0.0,0.002931311156915362,0.07496031395126634,0.006329993709241768,0.0,0.00956496973300186,0.0,0.01153033916613012,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/35.html
1925_36,0.01253754009611324,0.013892220513663676,0.0,0.00013136332735710652,0.020149291501417768,0.0,0.0,0.0,0.0,0.0,0.0,0.002661318530725241,0.0,0.0014148266818574718,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/36.html
1925_37,0.0,0.0,0.00220951572904459,0.0,0.016787942968841698,0.0,0.0,0.0,0.0,0.0,0.0,0.0034632820070289584,0.03495556698529547,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/37.html
1925_38,0.0,0.0008693735448318905,0.0,0.04639919097285972,0.019224131660502304,0.0,0.0,0.015840524839111924,0.0012985264746042027,0.000656638247660249,0.0,0.0,0.0,0.004790917166344207,0.04770499990577705,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/38.html
1925_39,0.0,0.0031639745989755054,0.0,0.0006749889043833329,0.041668553320104516,0.0,0.0,0.002766032207187378,0.0,0.0,0.027643500231129367,0.011427622751671074,0.0,0.0030020117659278122,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/39.html
1925_40,0.0,0.0,0.0,0.0,0.0013526322965247872,0.0,0.0,0.0,0.0,0.0,0.00562533405484576,0.0,0.0,0.07893701923247465,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/40.html
1925_41,0.031627708625304535,0.0,0.0,0.004618164427711519,0.0,0.0889899055078093,0.0,0.0,0.0025207612262566135,0.0,0.0,0.0037764426553912886,0.0,0.007258269330217867,0.006115512365602046,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/41.html
1925_42,0.0,0.0,0.0,0.0,0.07971977159247445,0.0,0.022619097919150503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/42.html
1925_43,0.08619936118528604,0.0,0.0,0.0,0.0,0.01866348339185873,0.0,0.0,0.025809112681773,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/43.html
1925_45,0.0012536400672893578,0.003609069187619037,0.0024415611614008307,0.010001840560227349,0.0021425837173903325,0.00605242227445501,0.0,0.0023947552527698243,0.0,0.0,0.0004113742269911381,0.06377279617142453,0.0,0.0034753837250312263,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/45.html
1925_47,0.0,0.0026583903995482383,0.0,0.0,0.006130097600600609,0.0,0.0,0.002766229696363971,0.053208686538825954,0.0,0.0020096068760176865,0.019938856851174653,0.0,0.0012075395464956763,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/47.html
1925_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031272260947044356,0.03741622557591203,0.0,0.0,0.02946854994764454,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/48.html
1925_49,0.0,0.037145591391935094,0.003614939822456385,0.0574055724572621,0.0026320924729549915,0.0,0.0,0.0,0.0,0.0,0.001029736738557263,0.031192071737882764,0.0,0.0,0.06172293380512207,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/49.html
1925_50,0.0016632853981866898,0.0019813614523955243,0.007898828259572695,0.028274637906302198,0.017673011821475487,0.0,0.0,0.0,0.0,0.0,0.02952697475745082,0.05390189510424705,0.0,0.0,0.021847494942306953,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/50.html
1925_52,0.0,0.0049341353827523715,0.0,0.0,0.0,0.0,0.0,0.0,0.0022027075543279927,0.00046383112090146494,0.019812183500407483,0.0,0.0,0.1366559377392482,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/52.html
1925_53,0.0,0.0,0.0,0.0,0.09410062585840294,0.0,0.0,0.0,0.0,0.0,0.06493671844096698,0.0,0.0,0.024333179787333643,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/53.html
1925_54,0.0006315176755323495,0.0,0.0,0.009733127140215046,0.03308888812971832,0.0007726765280521505,0.00794902710462472,0.000452683338009404,0.00030037070443056406,0.0,0.0,0.006262008069883971,0.0,0.009145415127710875,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/54.html
1925_55,0.0,0.001944231270719701,0.053941059154380064,0.0,0.024427577432414752,0.0,0.0,0.00420138156097397,0.0,0.0,0.0036037236056788297,0.0907750420925819,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/55.html
1925_56,0.0,0.0908754613207512,0.0,0.0006266575244904559,0.011612859320167715,0.0,0.0,0.0,0.0,0.024082482312351165,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1925/56.html
1926_1,0.0,0.0,0.0,0.008306205008866072,0.0060000101110338905,0.0,0.0,0.006138348268963259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1926/1.html
1926_2,0.04756055938556286,0.0,0.003217726780558285,0.0013683060354580748,0.014728608989138555,0.016037517626159254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1926/2.html
1926_3,0.08126633594459332,0.003447820455647483,0.0012225426270939823,0.00237577615509235,0.007418365400022228,0.0,0.0,0.0012728407251899395,0.0,0.0,0.012729605304324444,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1926/3.html
1926_4,0.0,0.0,0.0,0.01852371891101283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07718128942640134,0.001337538167102017,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1926/4.html
1926_5,0.0,0.0,0.0,0.0,0.024565496023035562,0.0,9.510571384402356e-05,0.0005192702620983575,0.0,0.02996770402768645,0.0,0.00102798325141743,0.0,0.0,0.0007145724040958677,http://classic.austlii.edu.au/au/cases/cth/HCA/1926/5.html
1926_6,0.00012546806862298379,0.0,0.10994207526552269,0.0,0.02702418174648071,0.0,0.010088576420934813,0.007123820111776551,0.0,0.0,0.0,0.0006598968765438432,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1926/6.html
