,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,url
1920_51,0.00019796899751869552,0.0,0.10006764163906855,0.0,0.0023838507300535682,0.0,0.029749301065050433,0.009273172354308737,0.004154176313313166,0.003714003688566333,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/51.html
1920_52,0.0005254599646130753,0.0,0.0,0.01399196320875494,0.006475513748458452,0.007978172180595437,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/52.html
1920_53,0.0018694371678962868,0.013780378645037528,0.0,0.0,0.012461514019105868,0.001591699889850321,0.003602270674940654,0.014319286277893329,0.005834124779170138,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/53.html
1920_54,0.00022241337451362085,0.0,0.03143152909458368,0.0025630972345512255,0.12308716185712827,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/54.html
1920_55,0.00696398745212154,0.0,0.07190930215120966,0.0015254007954002354,0.041803989509672235,0.004146249481546563,0.0,0.0,0.002990823109345143,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/55.html
1920_56,0.0,0.0,0.0,0.0,0.00022514719018953296,0.0,0.0,0.0,0.019154925194833968,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/56.html
1920_57,0.0005065572085903787,0.0,0.0,0.0,0.0,0.08220859399707599,0.0,0.013194545381582318,0.04865352419350337,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/57.html
1920_58,0.0,0.0023436796692376314,0.0015076724415248462,0.004061367448557582,0.002356147933124693,0.0,0.0,0.027399176330499878,0.04488025482324597,0.00019551998851384018,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/58.html
1920_59,0.0,0.0,0.0,0.0,0.0,0.020444199626905524,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/59.html
1920_60,0.04891098362584059,0.010089055964408022,0.0,0.0,0.02285979511767851,0.0,0.0,0.0,0.0034956835391654634,0.00029830327557802896,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/60.html
1920_61,0.04394460781194317,0.0012707254771874683,0.0,0.005189811436035773,0.004864421278753196,0.039451638369572446,0.003898624718495443,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/61.html
1920_62,0.0,0.018548324904290817,0.0,0.0,0.039839068684599674,0.009062600865799979,0.00021752524550288618,0.009571036937623213,0.0,0.002472373261150463,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/62.html
1920_63,0.0,0.0,0.0,0.002260349837576541,0.05127841826879651,0.0,0.0,0.018962007226215036,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/63.html
1920_64,0.0,0.04666850059610415,0.00026045879749907614,0.0,0.003767578395932062,0.0,0.004586443381224529,0.03104560308010819,0.03682660298140424,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/64.html
1920_65,0.06895009408344052,0.0,0.0,0.033816847499124315,0.0013673338366516497,0.0,0.0,0.0,0.06155396979268419,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/65.html
1920_66,0.0,0.0,0.013560366294439548,0.0,0.0028868779238593154,0.0,0.0,0.0240174803252394,0.011822218031170756,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/66.html
1920_67,0.0,0.0,0.06319139955520778,0.0,0.016234758933592792,0.0,0.0,0.01839596454261139,0.02490411655211963,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/67.html
1920_68,0.0,0.01617816349352472,0.024100648447687337,0.0,0.02345342141494325,0.0,0.0,0.0016716592272919427,0.0,0.009883448000709567,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/68.html
1920_69,0.0,0.0022101515780978045,0.0,0.018705323150869712,0.006892215475811395,0.0,0.0,0.016328098130964842,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/69.html
1920_70,0.037923952774635256,0.0,0.0,0.0,0.02408287913712539,0.0,0.0009371874050648876,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/70.html
1920_71,0.036336668541792995,0.0,0.0,0.04201722739249898,0.0,0.07382583189311977,0.0,0.0,0.00504319575820576,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/71.html
1920_72,0.0,0.0025544566059885615,0.008961409180254967,0.0,0.0036332252506544125,0.0,3.172113320032725e-05,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/72.html
1920_73,0.0,0.0,0.0,0.00027629983639777496,0.00978280779404281,0.0,0.0,0.00960831846304877,0.0006440825968233768,0.009211927866776387,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/73.html
1920_74,0.0,0.0,0.010801699127403083,0.0107788295493233,0.0033865655413491944,0.0,0.0,0.008398277851121749,0.008638058110696335,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/74.html
1920_75,0.0,0.05854660236245515,0.0,0.0,0.009875637052766395,0.0,0.03694021098345066,0.027756769005972126,0.007871481489099373,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/75.html
1920_76,0.005821805649288916,0.0,0.0,0.0,0.00030808530186158986,0.10798138452035091,0.002586847153778561,0.009819608617904005,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/76.html
1920_77,0.0,0.0,0.0,0.0,0.07310570221993616,0.0,0.0,0.025120368883098685,0.0017079716536360608,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/77.html
1920_78,0.0028643760539683676,0.0,0.0,0.006886314800624246,0.013250258603656787,0.0017092134878042824,0.0026453155259680157,0.011403883248635607,0.00760909281617446,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/78.html
1920_79,0.1247087906634075,0.0,0.0,0.0,0.014039617762559301,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/79.html
1920_80,0.08765284780611263,0.004590834972694886,0.0,0.005498803361918311,0.008929262728396108,0.0,8.532734690658189e-05,0.0010509310821019142,0.017983429107763987,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/80.html
1920_81,0.00031917498631568893,0.0,0.0,0.0,0.0033589817921915992,0.07388022888220368,0.0,0.013166587599554823,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/81.html
1920_82,0.0,0.0,0.12299593059155255,0.0,0.0,0.0,0.0,0.014280083741796309,0.009318598986290488,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/82.html
1920_83,0.0,0.0,0.07937747959884749,0.0,0.04970510724033953,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/83.html
1920_84,0.0,0.0,0.0,0.0,0.003478117595262508,6.407504328275946e-05,0.0,0.003521634315444651,0.0012885657878760818,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/84.html
1920_85,0.0,0.0066902280918921106,0.0,0.0,0.025147009839643877,0.0,0.004483346783361397,0.007960171196596134,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/85.html
1920_87,0.00278821661863401,0.0,0.0,0.0004772256168699738,0.0204805940522143,0.0,0.00025244281254983375,0.0031980559864095517,0.0283838237312996,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1920/87.html
1921_1,0.0683786890371693,0.0,0.0,0.0,0.004371968740921496,0.006755344852836051,0.0,0.0,0.05509891980492048,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/1.html
1921_2,0.018370150648238208,0.0,0.0,0.07300668483844937,0.0,0.008860605247616346,0.0,0.0,0.020774755271446312,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/2.html
1921_3,0.0007380188129551745,0.0036191451253761646,0.00023391902915222167,0.0,0.018372565760232454,0.0035124576887647185,0.0,0.007928118393375988,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/3.html
1921_4,0.0,0.04519079695624258,0.0,0.0,0.0,0.002912966009893032,0.011844632398264146,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/4.html
1921_5,0.0,0.0,0.00010670855600350496,0.011035920728801881,0.0,0.05944629803420773,0.0,0.011223524601669182,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/5.html
1921_6,0.00023954103089143312,0.0,0.0017879885348146204,0.042104641383496226,0.004168899103544601,0.0030011261232171555,0.0,0.0,0.00048186825436146585,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/6.html
1921_7,0.0,0.0,0.0,0.0022098889313847576,0.03240608514847933,0.0009381699852549854,0.0,0.0,0.0,0.0008495007611781974,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/7.html
1921_8,0.032575172856601595,0.0013727569254404425,0.0,0.00036379059569432846,0.025660962029893982,0.0,2.240260317629314e-06,0.0012284650435576093,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/8.html
1921_9,0.0,0.003612710238343982,0.0032437621324830426,0.0,0.0308455395365871,0.0,0.00560327572072234,0.00794673062133649,0.0008420680642430797,0.008844749512603318,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/9.html
1921_10,0.013176986264759443,0.0,0.0,0.008757462831877501,0.008539908668756946,0.0569211150849226,0.0024788637853437605,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/10.html
1921_11,0.00030982103089567247,0.0,0.0,0.0005645179757712746,0.008395114688550002,0.0,0.006648376745610761,0.009993940855094563,0.020546674419711346,0.044769469051913986,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/11.html
1921_12,0.022715301620602337,0.0,0.0,0.001439342932012599,0.002497355314177534,0.0004722004372721077,0.018556934813703192,0.00011349345896421031,0.0012762551358433943,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/12.html
1921_13,0.0580395135570295,0.0,0.0,0.0,0.00804013642753512,0.0,0.0,0.024133221523406023,0.022413311562716833,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/13.html
1921_14,0.0,0.013172545705870573,0.0,0.0,0.007964205932305757,0.0,0.0,0.0023118248157646053,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/14.html
1921_15,0.0,0.0,0.06811876594321968,0.0,0.011720173477821314,0.0,0.0051053910670685945,0.0,0.010437997347951642,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/15.html
1921_16,0.0,0.0,0.0,0.0,0.021825509043913244,0.0,0.0,0.0,0.013641986775834163,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/16.html
1921_17,0.0,0.05928145392853133,0.0,0.0,0.005512307107561431,0.0040092463606296045,0.0,0.0,0.0,0.02957941876515722,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/17.html
1921_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08315933274244514,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/19.html
1921_20,0.0,0.0,0.026744377975636204,0.0,0.10731267956733798,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/20.html
1921_21,0.0,0.0,0.0,7.880085038586687e-05,0.006316376593103455,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/21.html
1921_22,0.0008231552492944144,0.0,0.0,0.009492260540053088,0.02541240199268053,0.0,0.0051388839645027514,0.0023813638197210927,0.0,0.002096369518273328,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/22.html
1921_24,0.0016558842729171414,0.0,0.0,0.020850955195311816,0.0,0.006695869746497798,0.0,0.001828166582520134,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/24.html
1921_25,0.0,0.0,0.0,0.0,0.04692787719275694,0.0025409721932224856,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/25.html
1921_26,0.0,0.0,0.0,0.0032769911829032207,0.055303720159554697,0.0021693106098710133,0.011000569938718764,0.007845846538185647,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/26.html
1921_27,0.00028232830934057517,0.0030463675057313335,0.0,0.0,0.009249344103344074,0.0,0.002686181189018032,0.0035281225626195016,0.003891308077572196,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/27.html
1921_28,0.0,0.0,0.0010325927776498203,0.0,0.020485273603254018,0.0,0.0,0.02382402149173217,0.04075618950752083,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/28.html
1921_30,0.0,0.002227600245298728,0.0013696615980193691,0.004105062939348059,0.026411586454930303,0.0,0.0,0.0,0.00451461973737365,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/30.html
1921_31,0.0,0.0,0.0,0.0036144725228070313,0.059304977364006924,0.0,0.0,0.000694919112162703,0.002124084705563251,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/31.html
1921_32,0.00353545058006479,0.003367687293079778,0.0,0.0,0.010415950789305644,0.0,0.0,0.0,0.018201613090865033,0.001176775716940238,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/32.html
1921_33,0.0,0.0,0.0,0.0,0.0039469088140121735,0.02205758764593817,0.0,0.033088438638909555,0.008515453174767446,0.004541597954341302,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/33.html
1921_34,0.0,0.001505169743763562,0.0,0.0,0.01263871491251692,0.0,0.0023264660697602624,0.006595764189625734,0.0,0.007810227334409066,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/34.html
1921_35,0.07917369555121336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05360968438850919,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/35.html
1921_36,0.07701020717072987,0.0,0.0,0.0,0.0,0.0,0.004874383628214654,0.0037188908878257243,0.0435921175261273,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/36.html
1921_37,0.08947156362408937,0.0,0.0,0.018370735312779704,0.0,0.0,0.0,0.008661355630872105,0.02002482640173732,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/37.html
1921_38,0.0,0.0,0.0,0.07271564086505551,0.0,0.09027597643373887,0.0,0.0,0.0,0.0003648136089528249,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/38.html
1921_39,0.0,0.0,0.0017134565303619728,0.0,0.04088630776789508,0.0,0.0,0.007476351021956838,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/39.html
1921_40,0.0006219471276079422,0.0,0.0,6.306956407613173e-05,0.001611132636192752,0.02885673948888976,0.00046986615120769875,0.0,0.0,0.0027968314167533277,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/40.html
1921_41,0.0,0.0,0.0,0.00010149177619831983,0.002393763541069314,0.05791186738341224,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/41.html
1921_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11523687015818569,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/42.html
1921_43,0.0,0.016979226815179167,0.0,0.006212818046326895,0.0036997152024928655,0.000573884112402296,0.0,0.002119323829289617,0.0,0.03569556792657622,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/43.html
1921_44,0.0002883242156232365,0.0,0.000864732146579452,0.006791834829268314,0.0,0.10366268765749179,0.0004150354035268156,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/44.html
1921_45,0.0,0.0,0.08636862876387243,0.0,0.0,0.0,0.0,0.028103341405285746,0.0034134620214040833,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/45.html
1921_46,0.0,0.0,0.0,0.0028720044761525935,0.0,0.11890423287791037,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/46.html
1921_47,0.0007168867908366914,0.0,0.026627757098739182,0.0,0.0021295484825028946,0.0025719425853944025,0.00018385217833363025,0.008737107531131615,0.0,0.0028022827552031137,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/47.html
1921_48,0.0,0.0036949238295446675,0.001677533654073249,0.0,0.003287593542324022,0.0,0.0,0.01543278663391056,0.12027578119519966,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/48.html
1921_49,0.0,0.0028500697894715305,0.02968094028469812,0.0,0.020110541047219776,0.0,0.0,0.004861079814798066,0.001109099649650565,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/49.html
1921_50,0.0,0.0,0.0,0.020241189648452142,0.023246351501970665,0.0,0.0,0.08288338489594159,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/50.html
1921_51,0.0004388094503192492,0.0,0.018377584706140027,0.002340178767748202,0.03175107055025444,0.0,0.00756363612244257,0.0,0.002509120264488065,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/51.html
1921_52,0.002187710057722556,0.0,0.003770288945315982,0.005501730372603785,0.01012439555489437,0.0,0.09206364474663413,0.0022100166713769345,0.001330526416041033,0.0012618643668707995,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/52.html
1921_53,0.00010410783313018933,0.022175124264370686,0.00011243338049441398,0.0,0.007948710001688744,0.03816445188153886,0.0014761594958063804,0.00143547306324057,0.0011959998857475878,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/53.html
1921_54,0.002082665722294275,0.002789099247321258,0.0,0.0010401853705098506,0.04337261098356435,0.0,0.0076082333938855,0.020295441190993736,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/54.html
1921_55,0.0,0.0,0.00037338424507239195,0.02719956987133308,0.016488269113827985,0.06833291374702856,0.0,0.03016957470377663,0.020724997828587076,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/55.html
1921_56,0.047726582074602814,0.005370610522243563,0.0,0.08174772091137832,0.0,0.04841019425268616,0.0,0.0,0.0077423094236612425,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/56.html
1921_57,0.0,0.0015178622456595546,0.0,0.03432705510781176,0.0,0.009948536633057987,0.0,0.01790981203020864,0.009178722888031692,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/57.html
1921_58,0.0,0.0,0.0,0.0,0.10602727574655275,0.0,0.0,0.0,0.0,0.0031716350301068514,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/58.html
1921_59,0.07780610153881362,0.0012812237936507202,0.0,0.001097806282975684,0.0068282382915514864,0.04307501352585126,0.0,0.007048570678147681,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1921/59.html
1922_1,0.0,0.0584507049931077,0.0,0.0,0.0,0.002292389275936787,0.04197378370058199,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/1.html
1922_2,0.0009966193827667912,0.013439468018784042,0.05488467919946255,0.0,0.0036013695675721257,0.0,0.0,0.003360028350115362,0.0,0.00977426085088842,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/2.html
1922_3,0.0,0.003369184135220294,0.0,0.012826193600761761,0.0051615868879592896,0.01673472242530367,0.0,0.015015296447510502,0.0019068865276333472,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/3.html
1922_4,0.0,0.11874581461238837,0.0,0.0,0.0,0.004221977750471933,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/4.html
1922_5,0.0,0.0,0.0,0.0009038229515047326,0.008526146834230888,0.0,0.0,0.0,0.010083155869020775,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/5.html
1922_6,0.0,0.00022972454706244008,0.0,0.0,0.0064232170604792745,0.024916797134521024,0.0,0.01071471536182758,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/6.html
1922_7,0.00039535895852192715,0.0,0.06561219630726084,0.0,0.01181936836621942,0.00021219111207657797,0.007658944965632587,0.020101663153664844,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/7.html
1922_8,0.0,0.01157526602551643,0.0,0.04350939316749356,0.0,0.0,0.0,0.10193069356336255,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/8.html
1922_9,0.036995603097654,0.0,0.0,0.03493427992200295,0.002462075869825415,0.0016480862662854481,0.0013570992370132526,0.0029602318835996676,0.030131358159379236,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/9.html
1922_10,0.0,0.0,0.002412481028248415,0.0,0.04384044279068078,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/10.html
1922_11,0.009914124048201297,0.0,0.0023262756638097993,0.004827456486095941,0.0,0.084077193857095,0.005170659879787309,0.0004890288228631642,0.01210386558580356,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/11.html
1922_12,0.0,0.0,0.07095569970459906,0.0,0.04368729720266989,0.0,0.0,0.0,0.0,0.017394015059856213,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/12.html
1922_13,0.0,0.0,0.0,0.029823190531287853,0.0,0.036940092890738574,0.0,0.07934487866897431,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/13.html
1922_14,0.0,0.0,0.0,0.0,0.013536255735332904,0.0,0.0,0.008762903587587526,0.0001225030401378509,0.007469360787800541,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/14.html
1922_15,0.0023369923345641424,0.0,0.0010046281580190627,0.023829792469904333,0.001512275920957603,0.000510788377065355,0.007886339750281251,0.0,0.009459343834165542,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/15.html
1922_16,0.0048736528733808165,0.0,0.06611564242477444,0.00625168934991375,0.01745695435919082,0.0030568696291966816,0.01054954826276892,0.002981912014047737,0.0013310056992170785,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/16.html
1922_17,0.0,0.0005359381378150963,0.0016553370813282011,0.08176263851487306,0.006312811466534352,0.0,0.0,0.011129684278372182,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/17.html
1922_18,0.0,0.0,0.0022041525147060287,0.0,0.019789120756197764,0.0,0.0,0.05792392066499658,0.03601972130785837,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/18.html
1922_19,0.0,0.0,0.0,0.0,0.0,0.08571098994249886,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/19.html
1922_20,0.0,0.0,0.0026260264306573597,0.0,0.013889751395738018,0.0,0.0006168375778257213,0.031207069475317026,0.08809138472235933,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/20.html
1922_21,0.0,0.0872026273337494,0.0,0.0,0.010900001622628448,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/21.html
1922_22,0.0,0.0,0.0,0.08123163220465607,0.012676217704008924,0.0,0.0,0.0,0.0,0.0021219448613171567,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/22.html
1922_23,0.009766626303708793,0.0,0.003548432710270175,0.0010759370209469,0.038274236996258926,0.0,0.00021838903651407628,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/23.html
1922_24,0.0,3.030724541088816e-05,0.0,0.0029893639322653167,0.0075113598152627675,0.0,0.004419105221532281,0.015979992851436982,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/24.html
1922_25,0.0,0.0,0.0,0.04738494335306538,0.0,0.008185721553392972,0.0,0.026540531524251225,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/25.html
1922_26,0.020560956941355235,0.0,0.0,0.0,0.0,0.09686671883311218,0.0,0.0,0.01652587253231734,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/26.html
1922_27,0.032323427041980456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14417917490823637,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/27.html
1922_28,0.0005562326581987213,0.0,0.0,0.0,0.001460728418037297,0.09473834092163132,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/28.html
1922_29,0.0005344712629344039,0.0034603950445767787,0.0927419335243627,0.0,0.0049597356116411915,0.0,0.006939652590884811,0.000683667020894237,0.0,0.007564466548486556,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/29.html
1922_30,0.0,0.02475748275462554,0.0,0.0,0.0019230708645764456,0.0,0.03452900044594548,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/30.html
1922_31,0.0,0.0,0.0,0.0002532628584613314,0.030555035595600702,0.003271222135233645,0.0,0.012788759300893914,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/31.html
1922_33,0.001578842136473961,0.0016585443054363714,0.0,0.004233434894939186,0.016108692014601758,0.0019391803509800918,0.0011771018224647786,0.01741982635916823,0.0016547608878841105,0.0026904004535048187,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/33.html
1922_34,0.0,0.0,0.10601489872920314,0.000528388402455528,0.0,0.0,0.020810513661466357,0.005158940811793945,0.000877222943432046,0.00777860965723249,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/34.html
1922_35,0.0,0.0,0.0,0.006101737541492633,0.017611000600205883,0.0,0.0025866285344321362,0.021418923333853722,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/35.html
1922_36,0.0,0.0,0.0014600287727183435,0.007568248238377903,0.00584766770203798,0.010611524166870074,4.6707743816843545e-05,0.014033550452450147,0.03778542823327044,0.0008512830354112584,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/36.html
1922_37,0.04772246119546864,0.0,0.00029796360863024624,0.0,0.008424871537058912,0.0,0.0013723244663631324,0.0,0.029618782860687545,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/37.html
1922_38,0.0056625962598680375,0.0,0.0004456686347077217,0.0099572324684641,0.0005116934882803273,0.0814486495454181,0.004090324692796453,0.0,0.0,0.0016035196973858878,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/38.html
1922_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386661901200926e-05,0.008436678095107402,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/39.html
1922_40,0.0,0.012746253876949045,0.0,0.0,0.0,0.0,0.0,0.03755797409274006,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/40.html
1922_41,0.0016255323103594218,0.0014864878751289698,0.0,0.0,0.014143352999107475,0.0025076260173648984,0.003206432890150173,0.037415161720698795,0.010320444677505059,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/41.html
1922_42,0.004738477150109078,0.0,0.0,0.0009823454345108849,0.0,0.11286436611855646,0.0,0.0,0.02407005997417049,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/42.html
1922_43,0.0,0.0,0.0,0.0,0.018257659459757134,0.0003136024919489202,0.0,0.001612576147597305,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/43.html
1922_44,0.0,0.00423421344766773,0.0,0.0,0.006566111935196707,0.026979001239675067,0.0,0.0066101262485481005,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/44.html
1922_45,0.0,0.0,0.0,0.0020421445048593276,0.0,0.08342261723014523,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/45.html
1922_46,0.0,0.001893296301370012,0.0,0.0051973010240763265,0.0023443006314582022,0.00031861872186156564,0.0037963308299799495,0.01243009487764854,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1922/46.html
