,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,url
1903_1,0.0,0.0,0.0,0.0,0.14530410571547572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1903/1.html
1903_2,0.0011746947127405647,0.0,0.0,0.004040329576787814,0.002238366833660748,0.0,0.0014737572966840222,0.004176290394952567,0.0,0.0,0.0,0.001655910894124258,0.0,0.10920469337699143,0.0007112192209859067,0.0,0.0,0.0,0.0,0.003975145810624631,http://classic.austlii.edu.au/au/cases/cth/HCA/1903/2.html
1903_3,0.0006516035571697523,0.0,0.0,7.371207917499207e-06,0.052808310656648046,0.0,0.0,0.0,0.0,6.720327266855634e-05,0.0,0.0,0.0,0.013565283542179667,0.0,0.0,0.00810130127677434,0.0,0.010360474305211566,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1903/3.html
1904_1,0.0,0.0,0.0,0.0,0.10901034360922718,0.00303395651329159,0.0,0.0,0.0,0.0,0.0,0.005229816959259838,0.0,0.02709439729735017,0.0,0.0,0.0,0.0,0.02945885166617904,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/1.html
1904_2,0.0,0.001822920844231047,0.0,0.0,0.03202619459933167,0.0,0.0,0.0,0.00018562880291459263,0.0017992469899166174,0.0,0.0,0.0,0.0008234900415809693,0.0,0.0003761384239201379,0.007942812211746931,0.0,0.0,0.0001806990546175125,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/2.html
1904_3,0.0,0.004589322980912271,0.0,0.0,0.021007676991103483,0.0,0.0,0.0,0.0006377846868022527,0.0,0.0,0.0,0.0010541035795366977,0.016117247824831094,0.0,0.0,0.006318925218843946,0.0,0.0,0.002246069398887241,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/3.html
1904_4,0.0,0.0,0.0,0.0,0.011720826359933208,0.0,0.0,0.0,0.0004221709793412784,0.0,0.0,3.791857323897631e-05,4.4122472274467826e-05,0.0010539916451068236,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/4.html
1904_5,0.0,0.0006924771276643923,4.988815082257053e-05,0.0,0.0016012125256992993,0.0,0.0,0.0,0.008935719734890733,4.035836859073791e-05,0.00403983828171566,0.0,0.0,0.00491198325439918,0.0014716624533886713,0.0,0.007189389079642653,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/5.html
1904_6,0.0,0.0,0.0022693941773916614,0.0,0.024703618104537566,0.0,0.0,0.0,0.0,0.0,0.0,0.0003893082613429215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/6.html
1904_7,0.0009774308727612353,0.01813612198145804,0.0017319851035299406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012023051456479421,0.0004560383082591898,0.007067906155966903,0.0042733451269500785,0.031539101423553206,0.0048400549106272115,0.0,0.0,0.0029385878385124785,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/7.html
1904_8,0.0,0.0,0.0,0.09008406909094485,0.0,0.0014488356368567215,0.0,0.002241144830116954,0.019362924162145533,0.0,0.0,0.0,0.0,0.002550724378079081,0.0,0.007379855575524054,0.0,0.0,0.009437598391681026,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/8.html
1904_9,0.0,0.0,0.12035164854356985,0.0,0.025501006229961563,0.0,0.0,0.0562017930893207,0.0,0.0,0.0,0.0,0.0013744669264547634,0.0028313151376410995,0.004323782282055819,0.0,0.0,0.0,0.0,0.015442200875764138,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/9.html
1904_10,0.0,0.020325682653617644,0.00011833738506368529,0.03770135419388022,0.014551572731574562,0.008475301687844466,0.0,0.0,0.0,0.0,0.0,0.0020318001299117487,0.0,0.007591235754274713,0.0063589563632706165,0.006743897443848581,0.0005987225076390351,0.0,0.0,0.005642307624766973,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/10.html
1904_11,0.0,0.0,0.0,0.0,0.05575574595236034,0.0029143738070328143,0.0,0.0,3.776817331380573e-05,0.0,0.0,0.0,0.0,0.011940944751725078,0.0,0.0010164206582700716,0.0038595805357403827,0.0,0.0019471002578477726,0.0018873334360745748,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/11.html
1904_12,0.0,0.0007702655414194613,0.0,0.06554346077004046,0.00014429421954438693,0.015297207716599606,0.03285614438210487,0.0,0.0,0.0,0.005076817031065121,0.001030223588797267,0.0,3.9219462317328265e-05,0.003846813280616775,0.0,0.0,0.0,0.0,0.012047169539241738,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/12.html
1904_13,0.002086116306698483,0.0005986323203163968,0.0,0.0006118988927888353,0.02343634860940047,0.0,0.0,0.0020324984529599176,0.0011869997563015288,0.0028484771602790403,0.0,0.0,0.0,0.0037115507456884043,0.0,0.0036118604539949663,0.0,0.0,0.0,0.00395449512973289,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/13.html
1904_14,0.0,0.0,0.0,0.016372270303115135,0.003543554851844443,0.058227208670334235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012047624381712357,0.0,0.0,0.0,0.0,0.0,0.0030977762478800546,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/14.html
1904_15,0.0,0.006301703858820342,0.0,0.0,0.003598682173232815,0.006337950440619201,0.0,0.0,0.0,0.05789575403037564,0.0,0.0,0.0,0.005826016098434079,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/15.html
1904_17,0.0,0.0015001769047275867,0.0,0.0018237389231190197,0.02735352004320294,0.0,0.0,0.0,0.0,0.002658774814887113,0.0,0.0,0.0,0.061425211417942084,0.0,0.0,0.0,0.02365395483996889,0.0,0.0363593058023384,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/17.html
1904_18,0.0,0.023456207517100657,0.0,0.0,0.004673777176580682,0.0,0.0,0.0,0.0,0.0,0.0,0.005671105940653289,0.01418825598822352,0.0,0.0,0.0006883570974041513,0.0019180557695771838,0.007954698991644683,0.0003795325237090046,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/18.html
1904_19,0.0002419395627191343,0.0,0.0,0.0,0.005147858552959339,0.0010216327836205968,0.0,0.0,0.0,0.0,0.0,0.005713488846124047,0.0,0.011714331253894853,0.0,0.0,0.0,0.0,0.0012856522616479641,0.006659203852225219,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/19.html
1904_20,0.0002169216338232878,0.0,0.0,0.000615000676093421,0.001211301035399647,0.0,0.0,0.0,0.0,0.0008537716763438412,0.0,0.0,0.0,0.00972539497033402,0.0,0.0009556213176561821,0.00015676193207447514,0.0,0.0,0.0024541242864937153,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/20.html
1904_21,0.0,0.0,0.0,0.0,0.02449878467385307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026461677409069254,0.003921285435203979,0.0,0.024597816442559664,0.004022509673651743,0.04573995737805483,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/21.html
1904_22,0.0,0.005798060629771859,0.0,0.0,0.006662097332628448,0.0,0.0,0.0,0.0,0.012354993584728123,0.0,0.0008248366939756848,0.0,0.026298379102130728,0.0,0.0,0.0,0.0,0.0,0.001537057005304569,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/22.html
1904_23,0.0,0.0012210128447899858,0.0,0.002209657040577348,0.004680631463602871,0.006789157206288702,0.0,0.0,0.09001044992521456,0.0,0.0,0.007056950077745552,0.0,0.006212143443526719,0.0,0.0,0.014744166773359144,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/23.html
1904_24,0.0009040810836011343,0.0013015639781511687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006903397301431272,0.0,0.0,0.0,0.009612268727238983,0.00169319099392886,0.0,0.022091957385847093,0.0,0.0,0.003725424352244798,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/24.html
1904_25,0.0,0.005373768689697187,0.0,0.0,0.00897975446387029,0.0,0.0,0.0,0.0,0.008163660197535748,0.014592935554465933,0.003896623093612536,0.0,0.006336337939278622,0.0,0.0006818832519915735,0.01958432231029809,0.0,0.0,0.0007178052912127553,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/25.html
1904_26,0.0,0.0021301170856883136,0.002813810130080624,0.0,0.02388430857502655,0.0,0.0,0.0,0.0,0.0,0.005854739353514378,0.0,0.0,0.02050206565506634,0.004300253170505009,0.0,0.0,0.0,0.0,0.020034556109859065,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/26.html
1904_27,0.007487256538817481,0.003580647242301715,0.0,0.0,0.0,0.0036656891090585337,0.0,0.0814539727445547,0.0010972038263254594,0.0,0.0,0.0005500255886025434,0.0,0.0,0.0,0.003043378236241476,0.0,0.0,0.0,0.0029957724752445853,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/27.html
1904_28,0.0,0.0,0.0,0.04261256752306946,0.00489507526027739,0.0,0.0021929232040080416,0.0,0.002366022252079987,0.0,0.0023337590511545163,0.0,0.0,0.04376932876284582,0.0,0.008299995987113375,0.0,0.0,5.267791741100772e-05,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/28.html
1904_29,0.0,0.017222309914308297,0.0,0.013456050054572002,0.000987970650607843,0.0,0.0,0.0,0.0008756086726561665,0.0,0.01926517452483119,0.0,0.0,0.023624250571200503,0.08623162408307733,0.0,0.0,0.0,0.0,0.027908333017340546,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/29.html
1904_30,0.0,0.030427993823999803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08926152145237176,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/30.html
1904_31,0.0004729918703916933,0.014788715883000838,0.0,0.0,0.0,0.0,0.0,0.004086694640450318,0.00040587541775489213,0.0,0.0,0.016085757847270402,0.003945141566677864,0.001023857374199467,0.0,0.028563747509529565,0.0,0.0,0.0,0.017389925490186694,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/31.html
1904_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005386775845515758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024035127729523133,0.0,0.15259368641446988,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/32.html
1904_33,0.0,0.0,0.0,0.10675256958899318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007267976173275205,0.0,0.03502605041829021,0.011008528056862036,0.0026416133883400833,0.0,0.0,0.0007963738650328793,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/33.html
1904_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09136456068300607,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/34.html
1904_35,0.0,0.00011074871704130863,0.0,0.0,0.00586084999015788,0.0,0.0,0.0,0.0,0.01204520071425466,0.0038888292584627997,0.0,0.0,0.032664520751589994,0.0,0.0,0.0,0.0,0.0,0.0014976445330298327,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/35.html
1904_36,0.0,0.0007421965718185888,0.0,0.0,0.002940982856681337,0.0,0.0,0.0,0.0007995695834802296,0.0,0.0187627357235143,0.006338569015378124,0.0,0.0062209540892472865,0.0,0.0,0.0,0.0,0.0,0.001990556877525282,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/36.html
1904_37,0.0,0.05778705850307573,0.0010993537780219426,0.0,0.0,0.0,0.0016014401316280442,0.0,0.020540650005144347,0.0,0.0,0.0,0.0,0.0052772630123823485,0.0,0.005393110511977567,0.004799045274699059,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/37.html
1904_38,0.0,0.013518249404344825,0.020626522754984285,0.0035218498171545954,0.02667066367265375,0.0,0.0,0.0,0.0,0.00475543651215259,0.0019427671664395214,0.0,0.0,0.032235215776178,0.0,0.0,0.0,0.022109253172530346,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/38.html
1904_39,0.0,0.0,0.08499542824871295,0.0,0.023878606381063188,0.0,0.0,0.09122866441883735,0.0,0.0,0.0,0.0,0.002495359215977965,0.0,0.004825644545965912,0.0,0.00684076644319717,0.0,0.0,0.01430696045691282,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/39.html
1904_40,0.0,0.008207509443467884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004240876270723227,0.0,0.0,0.055804136070924416,0.00102507657575954,0.0,0.00224792942750618,0.0,0.0,0.0,0.0009461706299922955,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/40.html
1904_41,0.0003975927487125348,0.0,0.0011256915250402416,0.003474295094268644,0.0,0.0,0.0046998834903352205,0.0009227586433086312,0.0,0.0,0.0,0.0,0.0,0.023206588280423133,0.0,0.008705292646843102,0.0,0.0,0.0,0.07197760075733463,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/41.html
1904_42,0.0,0.00314655071430872,0.0,0.0,0.0,0.012701095701043073,0.0,0.0,0.09385938001265595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012019080194524492,0.0,0.04127828784416367,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/42.html
1904_43,0.0,0.01017988098928101,0.0,0.003972213908760201,0.004962433522374229,0.0069311845347616845,0.0,0.0,0.012234762918442743,0.0,0.0060019436072888946,0.0061594822012337935,0.0,0.023380520479298155,0.0008684844539709743,0.011614512530804257,0.0,0.0,0.0,0.008539994329971339,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/43.html
1904_44,0.0,0.04227759619938553,0.0,0.0,0.0,0.0,0.0,0.0,0.0006966109058360839,0.0,0.0,0.04002790427197086,0.0,0.0,0.002108733593373303,0.0,0.0,0.0,0.0,0.017893528302659632,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/44.html
1904_45,0.007052513214378065,0.002859779431770343,0.0,0.0,0.001586645073450602,0.01055505452652999,0.0,0.0,0.045082793091586956,0.0,0.0,0.010661131355331234,0.002124718420792077,0.0019271051720430579,0.0,0.0,0.0,0.0,0.0,0.035003591203406466,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/45.html
1904_46,0.0,0.0,0.0,0.00023216896693816036,0.029574592496045375,0.01986310662505811,0.00020192715179086665,0.0,0.000492077491316861,0.0,0.0,0.0,0.0,0.003868691215957449,0.0,0.0022616618856690163,0.0,0.0,0.0005841539683150435,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/46.html
1904_47,0.0012163467043199473,0.005323958406661969,0.0,0.034756475230489414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001480841754298036,0.0,0.0,0.08825952159779551,0.0,0.0,0.0,0.06853027185590718,0.02747325214854843,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/47.html
1904_48,0.0,0.0016998944586008977,0.0,0.0,0.02619532794950289,0.0,0.0,0.0,0.0021543540962354977,0.0,0.0026894888192710675,0.0,0.003393856739105789,0.005682654415625867,0.0,0.0,0.0,0.0005768054167378231,0.0,0.00022544335922064545,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/48.html
1904_49,0.0,0.002704496822068414,0.0,0.0,0.02477010559829945,0.0,0.0,0.0,0.0009577323535566144,0.0,0.0,0.006631565534742665,0.004049642973763754,0.003786813359815409,0.0,0.0,0.0,0.0036763400795723046,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/49.html
1904_50,0.0,0.0,0.0,0.04516361912862573,0.07835452114078476,0.0025951406195855236,0.0,0.0017245936591729165,0.0,0.0,0.0,0.0,0.0,0.015449187391375052,0.0,0.0,0.0,0.0,0.05836018756149235,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/50.html
1904_51,0.0,0.013444497549398738,0.0,0.006767425799244777,0.01013043047668908,0.013650943461941737,0.0,0.0,0.019974089038075123,0.0,0.0,0.013164745981474778,0.008656127660138749,0.0026114121592650257,0.006241074199355324,0.0013978909772297476,0.0031401115361333228,0.0,0.0,0.05076188679430251,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/51.html
1904_52,0.0,0.0,0.0,0.0024304232577807895,0.0030206845767374456,0.0,0.0,0.0,0.0,0.0,0.0,0.0624633648638759,0.0,0.0,0.0,0.0,0.036819983546324535,0.0,0.003084566243045544,0.01551679737027314,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/52.html
1904_53,0.0,0.0,0.0,0.006851651686392865,0.026312069767043263,0.0036988452131248993,0.0,0.0,0.003974199190194612,0.006764172784393032,0.0,0.0,0.0,0.02845766917496636,0.0,0.0,0.001932129382568102,0.0,0.0039964419330757416,0.00462615671242522,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/53.html
1904_54,0.002874447304412061,0.0529762739056556,0.0,0.0,0.0,0.0008911033014956691,0.00254307537243281,0.012428737217220836,0.0036644126267984735,0.0,0.0,0.029723285397900222,0.0,0.0,0.0,0.03922062076053563,0.001151257887072396,0.0,0.0,0.0037460221782958,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/54.html
1904_55,0.0,0.01029808195944498,0.0,0.0,0.05523603261864916,0.0032080954613222397,0.0,0.0,0.0,0.0,0.001143258325236135,0.005714963769497552,0.0007485887758966568,0.011528609295059717,0.0,0.0,0.0,0.0,0.0,0.0016340610519095604,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/55.html
1904_56,0.0,0.004879837167295682,0.010833380246332375,0.003684620245204415,0.043362827551826875,0.0017109472105262399,0.0,0.0019006036126185055,0.0,0.004899294036279273,0.014408951842423327,0.0,0.0,0.0,0.002062000395907269,0.0,0.0,0.0007238746099326935,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/56.html
1904_57,0.03446117710255511,0.0,0.0,6.837557312970284e-05,0.0972489876653541,4.6866482207241335e-05,0.00031237428276187585,0.0,0.0,0.0,0.0,0.00021301674767511185,0.0,0.01992571987937163,0.0,0.0,0.0,0.0,0.04302427189834995,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1904/57.html
1905_1,0.0,0.0011515813017878055,0.0,0.02650090755368957,0.0,0.04290153141472678,0.0,0.0,0.00015741370971700545,0.0,0.0,0.037129830899797565,0.016858977015110542,0.002495432364275799,0.011616342688950737,0.0,0.0,0.0,0.0,0.009933340770079185,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/1.html
1905_2,0.0,0.0004724080204325751,0.0,0.007536077123452178,0.017501634458058427,0.0,0.0,8.908000508157707e-05,0.0,0.0,0.0,0.02829945950117103,1.272584090457068e-05,0.0,0.09211561100755716,0.0,0.0,0.0,0.0,0.008378771515396361,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/2.html
1905_3,0.0,0.0,0.0,0.0,0.0006080655440735218,0.0,0.0,0.0,0.0,0.0,0.010334226088376584,0.0,0.0,0.0036621172273680865,0.0,0.0,0.0,0.0,0.0,0.004231142453670865,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/3.html
1905_4,0.0,0.0,0.0,0.0,0.0,0.027737473735954785,0.0,0.0,0.0,0.0,0.0,0.1110866215203645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/4.html
1905_5,0.0,0.0005708442045091733,0.0,0.0,0.005316214945947321,0.014699806707950036,0.0,0.0,0.055124085840872264,0.0,0.0,0.004387612486188921,0.0,0.00979744868259634,0.0,0.0,0.0,0.0,0.0,0.007804904390695353,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/5.html
1905_6,0.0,0.0030647316885288553,9.975836065881462e-05,0.0,0.0030875312760060714,0.0,0.0,0.0,0.0,0.00217592787966416,0.031223295330831763,0.0,0.0,0.0,0.0,0.0,0.003692814349792457,0.0033928806674027403,0.0,0.00016249245711716032,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/6.html
1905_7,0.0,0.017759651229376693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000522084332161867,0.0,0.0,0.0,0.0,0.0,0.09567530273455137,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/7.html
1905_8,0.0,0.0,0.0,0.0,0.003245542158303883,0.0,0.0,0.0,0.0,0.0,0.0005139694528449177,0.0,0.0,0.016567503000424078,0.0,0.0,0.0,0.0,0.0,0.09269478208018005,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/8.html
1905_9,2.0533545504897304e-05,0.015007454877852976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03698893338508836,0.018559438105634575,0.005728731309980092,0.0,0.0049209753743220805,0.0,0.0,0.0032560269807605465,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/9.html
1905_10,0.0,0.0,0.0,0.001095551200218946,0.012665195425125392,0.000627684440005801,0.0,0.0,0.0,0.024857684032066753,0.0,0.0,0.0,0.008238059793123797,0.0,0.0004770544069315026,0.0,0.0,0.0,0.0037284097265831754,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/10.html
1905_11,0.0,0.0022040771949315514,0.0,0.0,0.05826688217112516,0.000940468874144173,0.0,0.001018903077028529,0.0,0.0012852556586446847,0.0012815310879536234,0.00022770402346483564,0.0005882573842067569,0.016814433114153076,0.0,0.0,0.0,0.0024174805644632904,0.0,0.006923763243024243,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/11.html
1905_12,0.005143330050755562,0.0,0.0,0.04647553113564114,0.0,0.02209271486372775,0.029192467327862532,0.0,0.006794365035352207,0.0,0.0037308354205105618,0.011757597072382704,0.0,0.0,0.02248661927289975,0.0,0.0,0.0,0.0,0.00670326412816421,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/12.html
1905_13,0.0,0.02387609955653503,0.0,0.00026001653427371735,0.010736243283567835,0.0,0.0,0.046079768257713684,0.0,0.0,0.0,0.0,0.00036000256607089903,0.0,0.0,0.0,0.0,0.0,0.0004120593365513933,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/13.html
1905_14,0.000993092145409091,0.008060868022879798,0.001843489785533425,0.0,0.01016718295925376,0.004161484356035245,0.003555050322529769,0.0008747208528747571,0.0,0.0,0.0,0.021579840195327802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009691056614856869,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/14.html
1905_15,8.333293834742917e-05,0.0,0.0,0.07130748173334121,0.0057881420901650625,0.026490768477220608,0.0,0.0,0.008392479836946656,0.0,0.0,0.000985962592624828,0.0,0.007337395909335837,0.008710956150917862,0.003193060404502132,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/15.html
1905_16,0.001490183161182165,0.0,0.0,0.0036678883893190364,0.0012875753597180108,0.0,0.0,0.0,0.0012618557505247668,0.0,0.0,0.0,0.0,0.018937051914087087,0.0,0.007534001255289722,0.0005093531508016798,0.0,0.0,0.002381291327539519,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/16.html
1905_17,0.0,0.0,0.01099197538109624,0.0,0.0,0.0,0.011026729045424188,0.005235212821169704,0.0,0.0,0.0,0.0,0.0,0.07225476053322107,0.0010465294248406922,0.0,0.0,0.0,0.0,0.02896864841170753,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/17.html
1905_18,0.0,0.0,0.0,0.01577380082028169,0.0,0.08029735204198488,0.0,0.0,0.0,0.003412020379887761,0.0,0.003681502488806006,0.014445165342139623,0.0,0.007550094849920358,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/18.html
1905_19,0.0,0.0058417540355405655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013227708396345086,0.03441678480294679,0.0,0.0,0.005892868301220704,0.0,0.0,0.0037598940158660326,0.003334673343250034,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/19.html
1905_20,0.0,0.001341974739875096,0.06969664753496459,0.0,0.009719101915709497,0.0009178667325706318,0.005404387774238865,0.011210363770098167,0.00010422183445914643,0.0,0.0,0.0,0.0,0.009838046827890355,0.0,0.0,0.0002932208674087768,0.0,0.0,0.0017774902830782501,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/20.html
1905_21,0.001591842883492715,0.012456935686205105,0.0,0.0,0.0016913555765704718,0.027363002431575897,0.0,0.0,0.0,0.0,0.0,0.02535914216787458,0.016953812098773988,0.0002619033211222723,0.0018246019416124455,0.0,0.0,0.00027411641847125063,0.0,0.03435462498661896,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/21.html
1905_22,0.0,0.0,0.0,0.0,0.15876714430949132,0.0,0.0,0.0,0.0,0.011113481134555446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/22.html
1905_23,0.028946164413006285,0.0,0.0,0.0,0.0,0.13646997680413636,0.0,0.0,0.0,0.0,0.0,0.0016899454879152702,0.0027505727921608063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/23.html
1905_24,0.0,0.09135169572306816,0.0,0.0,0.014444232305437201,0.0,0.0,0.0,0.0006763509362020778,0.011725630034883958,0.0,0.0,0.0,0.006521882194589872,0.0,0.0031524392305343207,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/24.html
1905_25,0.0008669602034089027,0.0,0.0,0.0048056904945889024,0.0,0.024876315706051425,0.0,0.0,0.0,0.0,0.0,0.03846574216012013,0.05116854626863753,0.027220117155180776,0.027001519167648237,0.0,0.004071077596509912,0.0,0.0,0.006293509205161897,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/25.html
1905_26,0.0,0.0031326828834453073,0.0,0.0,0.0,0.0,0.0020690080870721015,0.0072819406645120086,0.0,0.0,0.01659806974664428,0.004751800116104541,0.0024188113600001906,0.03446179245116924,0.0,0.0,0.0,0.13489860655215033,0.01707910123243481,0.002343858993628258,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/26.html
1905_27,0.0,0.0018572056368359737,0.0,0.0,0.002516129745950599,0.0014676876785916562,0.0,0.0,0.0010446996198512756,0.0,0.0,0.0,0.0,0.001700186851551321,0.0,0.00020415322978159606,0.0,0.0,0.0,0.0026057339424933007,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/27.html
1905_28,0.0,0.0017618287236761858,0.0007765923060422604,0.019473257929525194,0.000651622422708173,0.014672227100730571,0.0,0.0,0.0,0.0,0.0,0.015839825403029927,0.0031769460439595274,0.0,0.0025805576076450994,0.0,0.025528778299060566,0.0,0.0,0.00919805199755587,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/28.html
1905_29,0.0,0.0,0.00891687026896704,0.0,0.0,0.0,0.03244763059828333,0.013446733927696738,0.0,0.0,0.0,0.0,0.0,0.03869189075413821,0.0,0.0,0.006228641526420007,0.0,0.00010201602101414676,0.03344749224458531,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/29.html
1905_30,0.0,0.08091288866690109,0.0,0.000216197728771965,0.0,0.0,0.0,0.0,0.0,0.029305372659486077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1905/30.html
