,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,url
1962_47,0.0,0.0005100179022881549,0.00089593203866807,0.0013764596755221697,0.0,0.0,0.0030310005501439094,0.0,0.0012415349803430616,0.0,0.0,0.009147440194556457,0.0,0.005474073934388443,0.0,0.0014078080846101765,0.002277244825026677,0.0,0.0,0.01325446131794522,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/47.html
1962_48,0.0,0.032397055148464304,0.0038849066057267457,0.0,0.0,0.0,0.01071649381374168,0.005521626186636619,0.0,0.0,0.0,0.0,0.0,0.028546851630154517,0.0,0.03479841406945855,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/48.html
1962_49,0.0,0.07843781137265754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013907689085611373,0.0444346389141465,0.0,0.0,0.001531000171252546,0.0,0.0,0.005331872466905758,0.0022984363950379044,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/49.html
1962_50,0.0,0.05293633561445423,0.0,0.0,0.007400393978885932,0.0,0.0,0.01562875751333265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09115661547439546,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/50.html
1962_51,0.0,0.016305759289194467,0.0,0.0,0.01938597900941569,0.0,0.0,0.0,0.0,0.05960831600113473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/51.html
1962_52,0.004640565423456206,0.0,0.0,0.0,0.009794758656523019,0.09568179053461086,0.0,0.0,0.0,0.0,2.5268726005324075e-05,0.0,0.00027057452291524766,0.0037952466417145543,0.0,0.0,0.0,0.0,0.00913550088303863,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/52.html
1962_53,0.006183621812798599,0.09564846489393192,0.0,0.0,0.0,0.015540150078901816,0.015494851090474793,0.013961302838226733,0.0021156121866997644,0.0,0.0,0.0,0.029933332214879496,0.0,0.0,0.03140145177655211,0.0,0.0,0.0003657349898344342,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/53.html
1962_54,0.013421207308282664,0.0041563675816176015,0.0,0.0,0.0,0.0032908627904743534,0.0275946574508933,0.03923444996409888,0.003278961567444693,0.0,0.0,0.003991823129536926,0.03438672853852249,0.0,0.0,0.07703917489411832,0.0,0.0,0.00016239354744280554,0.0036238505206500522,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/54.html
1962_55,0.002219966269430297,0.0,0.0,0.0,0.005346346486028553,0.013850960109976962,0.00399433519621171,0.0011583605744573753,0.002995033534917561,0.0,0.0,0.022103592999671663,0.0,0.023779382440229223,0.0,0.0,0.0,0.0,0.0,0.012030165527902321,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/55.html
1962_56,0.0,0.0,0.08583627225935575,0.0,0.0,0.0,0.0,0.08343055539080532,0.008988190997325013,0.0,0.0,0.0,0.0,0.008429732197303063,0.0,0.0,0.0,0.0027291602512991026,0.011336514438005226,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/56.html
1962_57,0.0,0.0045099038132115936,0.0,0.0,0.009407511737364769,0.00591920086561341,0.0,0.0,0.0,0.05783252977898499,0.001568201303548732,0.001355244348279496,0.0007834258485058396,0.009808290562316562,0.0,0.0,0.0,0.0,0.0,0.0011780919085607729,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/57.html
1962_58,0.0,0.0,0.0005924221824244847,0.07441109378092307,0.003636933236308968,0.0014472265083670134,0.0,0.0,0.0,0.0,0.0,0.006305559232081948,0.0,0.0,0.010263904076414093,0.0,0.026121564598811375,0.0,0.0,0.0025876597982667135,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/58.html
1962_59,0.0,0.006509268691659762,0.0,4.144837637165197e-06,0.0,0.0,0.0,0.0,0.024687950777133805,0.0,0.0,0.001878474456986779,0.0020796719034706186,0.006979463946145362,0.0,0.00421455521927094,0.0,0.0,0.0,0.006515257371294677,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/59.html
1962_60,0.0,0.02458666557747084,0.0,0.0,0.0,0.007322340440231459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11824513069857348,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/60.html
1962_61,0.006702503338541664,0.0012421552593198436,0.0,0.07510942850224986,0.0,0.0,0.019353622511539943,0.008989158935105164,0.008659582406434831,0.0,0.0,0.0,0.0,0.0,0.0,0.012074521024468399,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/61.html
1962_62,0.015838143471856837,0.01437412491701182,0.0,0.0005046441044133692,0.0,0.0006164927314658026,0.0,0.0,0.000765740010399204,0.03737006249932413,0.00010227127499926712,0.007820942930215832,0.008447608045141095,0.021485603709578978,0.0,0.01237074511726931,0.0,0.0,0.0,0.005505867629565205,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/62.html
1962_63,0.00034473184177033494,0.0026217943942054146,0.0,0.0,0.0,0.0,0.004579432404482533,0.006988585515336276,0.00029152576480460387,0.0,0.0,0.0,0.0,0.0,0.0,0.022014169034542064,0.0,0.0,0.0,0.0008104505546547037,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/63.html
1962_65,0.04711711493717092,0.0,0.0,0.0,0.0,0.012545504417325446,0.0,0.0033428868533060666,0.0,0.0,0.0,0.09201266738057987,0.0,0.009773070763610853,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/65.html
1962_66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1994473484520218,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/66.html
1962_67,0.006190495732294719,0.0002881650373330823,0.0,0.00011548425956995973,0.0052619616556756725,0.027921837086344384,0.0,0.0,0.007209439498016658,0.0,0.0,0.02313347608351102,0.0,0.0,0.0,0.01301262433616001,0.0,0.0,0.0,0.010348380121674395,http://classic.austlii.edu.au/au/cases/cth/HCA/1962/67.html
1963_1,0.0,0.003229205790299091,0.018294792227056204,0.0,0.0005360916874874912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.173861952150687e-05,0.0,0.0,0.0,0.14084988897602546,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/1.html
1963_2,0.0,0.0,0.0,0.010319220106609553,0.017300663168039368,0.0,0.001988187727680204,0.0,0.0,0.0,0.0,0.0057376657889026,0.0,0.024423969002438456,0.0,0.004657153938076377,0.0,0.0,0.0,0.0030954020238837562,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/2.html
1963_3,0.00106314675435907,0.0,0.0020709064557753285,0.008612037260117405,0.0,0.0,0.054110708739650404,0.0,0.0,0.0,0.0,0.0,0.0,0.007053459001638388,0.0,0.0,0.013915963303090383,0.0,0.0,0.024261777714209523,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/3.html
1963_4,0.0,0.03395958347596155,0.009355656799934593,0.0,0.0,0.0,0.019821809675156586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04263940742519109,0.0,0.000635088090481147,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/4.html
1963_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01087630515937464,0.0,0.0,0.0,0.0,0.008893635882600252,0.0,0.12752670005035555,0.018892219782873747,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/5.html
1963_6,0.0,0.012678137228323352,0.0,0.0,0.020773927521408858,0.0,0.0,0.0,0.002354892702814136,0.0,0.006339383156519641,0.00617948331598951,0.0,0.030010575598591147,0.0,0.003915144784662797,0.0,0.0015676521929632017,0.0,0.02200247062945454,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/6.html
1963_7,0.0,0.0,0.0,0.0045035762108276345,0.002315293834295474,0.0,0.0,0.0,0.013756259151410566,0.00014579562799626854,0.0,0.0,0.0,0.010968057007412229,0.0,0.025693056959104878,0.02821377692455564,0.0,0.0,0.026293250071248647,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/7.html
1963_8,0.0,0.0,0.0,0.004904130505974084,0.0022451574719634408,0.0,0.0,0.0,0.0015611221575629812,0.005534120951044672,0.0,0.0,0.0,0.027075041635326515,0.0,0.049125317284997215,0.036272495628927905,0.0,0.0,0.007979613156799261,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/8.html
1963_9,0.0,0.00504656803120528,0.0,0.0007035517875475403,0.010656644552210883,0.0,0.0,0.0,8.993432563658802e-06,0.003747034124747062,0.0,0.0,0.0,0.016429764238797665,0.0,0.0,0.024012938728786907,0.0,0.0010662460339453728,0.021244052448190706,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/9.html
1963_10,0.0,0.0,0.0,0.0029422899675968285,0.00847850080937091,0.0,0.0,0.0,0.029323377736637686,0.0,0.0,0.0,0.0,0.009836672939918434,0.0,0.0199141919194245,0.022443422524693408,0.0,0.0,0.0031278641643073253,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/10.html
1963_11,0.00370582303174786,0.0038489187121357824,0.0,0.00043686413054573034,0.0,0.0013554582148137774,0.01582387810888502,0.014532140543479163,0.0009745687934259809,0.0,0.0,0.0,0.0001334633693855004,0.0,0.0,0.14049970131069864,0.0,0.0,0.0004051495894776702,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/11.html
1963_12,0.007235605429491759,0.0,0.00402712255220525,0.0,0.0,0.01905775364394919,0.00818363619516171,0.0,0.00903281993310833,0.0,0.0,0.011070881045777636,0.0014172526643440604,0.025248077753278468,0.0,0.0,0.0,0.0,0.0,0.008567259699684193,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/12.html
1963_13,0.0,0.0,0.0,0.0003371056760399815,0.010812840484854489,0.0,0.0,0.0,0.0,0.06008984077938647,0.0,0.0,0.0,0.017113131539384204,0.0,0.003975334699848447,0.0,0.0,0.0,0.002935625159828122,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/13.html
1963_14,0.0,0.07107441605051179,0.0,0.0,0.0,0.004078498373966967,0.0,0.0,0.0,0.0,7.793543369587898e-05,0.0,0.02200693799322865,0.0,0.0,0.006362849114095527,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/14.html
1963_15,0.0,0.0,0.0034965810009016697,0.008241437121932094,0.00582397652031687,0.0,0.0,0.0,0.0007756172969204514,0.0,0.0,0.0,0.0,0.02478924880135413,0.006671507587372901,0.07664920119687034,0.0,0.0028537546741861522,0.0,0.014014261278558251,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/15.html
1963_16,0.0,0.0,0.0,0.002393552815448069,0.003435581240980233,0.0,0.0,0.0,0.0,0.002783445813870065,0.0,0.0,0.0,0.022054231147519032,0.0,0.036505373120128026,0.01105234927825583,0.0,0.027818068057683044,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/16.html
1963_17,0.06675749917924993,0.0,0.0,0.0,0.0,0.01665873628159615,0.0,0.0,0.017420105396986036,0.0,0.0,0.0,0.030801520754430562,0.0,0.0,0.0,0.0,0.0,0.013612895108245364,0.0008017524590193948,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/17.html
1963_18,0.0,0.0009485377972286188,0.0,0.026279725879377804,0.012857901116864289,0.0,0.0,0.0,0.016476801286543212,0.0,0.0012221230797940658,0.0,9.989849952769213e-05,0.02811028915597413,0.005745032291315396,0.009071315111731097,0.0,0.0,0.0,0.005803986831797302,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/18.html
1963_19,0.0,0.06722131810809351,0.0,0.0011052187684258985,0.007478133210175512,0.002421338079108248,0.0,0.0,0.0,0.006353554481479379,0.013264683728255454,0.0,0.0018751667512178253,0.010979558759911641,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/19.html
1963_20,0.005532527242435451,0.0,0.0,0.0,0.005693614431566923,0.0,0.0,0.0,0.10886622052282643,0.0,6.460371854372028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018116654409046546,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/20.html
1963_21,0.04742291939917546,0.0,0.0,0.0,0.0,0.02632009405958084,0.0,0.0,0.019544926090115867,0.0,0.0,0.046735845682645674,0.004482529650067843,0.0,0.005256149491290385,0.0,0.0,0.0,0.012159588081361411,0.015020173499239793,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/21.html
1963_22,0.000497956700623639,0.0,0.0,0.0042110230222539395,0.0070352904639968536,0.0,0.000837215418820709,0.0,0.002053177202485103,0.0010118192643473322,0.00010597013262342846,0.031558760679519626,0.0,0.007308999777136228,0.0,0.0,0.003987201226132565,0.00019885610129500238,0.00023375429901276862,0.01126469775099067,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/22.html
1963_23,0.019958130054712756,0.0,0.0,0.0,0.0,0.0632176781251256,0.0,0.0,0.02825457292552523,0.0,0.0,0.0,0.0,0.0,0.002153877743292415,0.0,0.006735808085361346,0.0,0.0,0.0024361326812489103,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/23.html
1963_24,0.00323381176244209,0.0,0.0,0.013485092303852201,0.0,0.028915300539680465,0.0,0.0,0.0,0.0,0.0,0.09923155695511592,0.0,0.0,0.0,0.015022093975807943,0.0,0.0,0.0,0.007061073783470059,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/24.html
1963_25,0.0,0.0004993688109447972,0.006011458726903462,0.0,0.008370874599829662,0.0,0.001568616712336141,0.0,0.0002704567281290546,0.0,0.007745507562396557,0.0,0.0,0.04732185973421676,0.0,0.0,0.0,0.0,0.0,0.0005774644841104752,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/25.html
1963_26,0.001210575715161651,0.0,0.011535763879595486,0.0,0.0,0.004389460115998277,0.06114784791990769,0.0,0.0,0.0,0.0,0.0,0.0,0.039545788983501654,0.0,0.0,0.00041856320877782754,0.0,0.0,0.04363328119330423,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/26.html
1963_27,0.0008031756707247543,0.0,0.0,0.0049464459531368575,0.0,0.0,0.0,0.0,0.01848430419510918,0.0,0.0,0.009134051261545434,0.0,0.0,0.00233935221126811,0.08261018426540531,0.02169218878714093,0.0,7.217516730549497e-05,0.030222029741992795,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/27.html
1963_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011045420861983258,0.004118271532054964,0.0,0.0,0.17556088252533367,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/28.html
1963_29,0.0,0.003106883277111103,0.0,0.0,0.009429870163561678,0.0,0.0,0.0,0.04534726671634381,0.0,0.008717121294289828,0.01659121163985922,0.0,0.022594302014691637,0.0,0.0005211207297977359,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/29.html
1963_30,0.0,0.0,0.00016092446489471054,0.0,0.0,0.0,0.0,0.0,0.0025641899297578576,0.0,0.013342165270583657,0.0,0.0,0.04499767172843807,0.007412323650685133,0.0010040782459587927,0.0004687683644268895,0.0034153782263700596,0.0,0.004299098274006085,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/30.html
1963_31,0.0,0.011036411565219574,0.0020955702407558854,0.0,0.0,0.0,0.00012780483979151419,0.0,0.0,0.014968588053457693,0.022529460837448955,0.0,0.0,0.002598061712156602,0.0,0.0,0.0020757339845309136,0.0012880945752018734,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/31.html
1963_32,0.0,0.03704167428653015,0.0,0.0,0.026258116163000125,0.0,0.0,0.0,0.001206102752532895,0.017401516359408047,0.0,0.00014690931002753717,0.0,0.00500572279520595,0.0,0.0005382410185267831,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/32.html
1963_33,0.04548702491393868,0.0,0.0,0.0,0.0,0.0,0.004113983068683594,0.0,0.00022967092485444448,0.0,0.0,0.003827070873046146,0.0,0.007075808309462929,0.07488377687940398,0.004511913163264689,0.0,0.0,0.004600183874416212,0.0063151823725165306,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/33.html
1963_34,0.005073221281820382,0.0016011654302123038,0.0,0.0012896569075734206,0.0021169613967541453,0.009807828715095963,0.0028973534880169277,0.002807665844527381,0.002544183651000375,0.0,2.9440786526726326e-05,0.0040250009334623455,0.04131991382494254,0.006825333607833705,7.349303481209451e-05,0.0013509460076988737,0.0,0.0,0.001084017556222789,0.0024968035608650026,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/34.html
1963_35,0.0,0.0,0.0,0.0179587640296372,0.003993204984025542,0.006742313889301158,0.0,0.0,0.001823804978446126,0.0,0.0,0.0,0.0,0.015133448686142019,0.0,0.007960862445831487,0.0,0.0,0.0,0.004283307874204927,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/35.html
1963_36,0.09781373529772908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05030569184681649,0.0,0.0,0.0,0.0,0.0,0.0,0.0009371286758815684,0.0,0.0,0.0020345061686401823,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/36.html
1963_37,0.0012772425519861428,0.0,0.0,0.0,0.0009649220976155901,0.0,0.003482891727312727,0.0,0.0,0.0,0.0,0.11949026340362591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003035568272580947,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/37.html
1963_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09513304981672821,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/38.html
1963_39,0.032347400858630485,0.0,0.0,0.006182976125694276,0.0,0.048282476928130785,0.0,0.0,0.016602590722620908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030548219675828513,0.012860938449314126,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/39.html
1963_40,0.0,0.0,0.0,0.009306832632214632,0.0,0.0,0.0,0.0,0.002918853646757215,0.0,0.001740248930634449,0.14603329879337335,0.0015474157504658179,0.0,0.0,0.002614922704479372,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/40.html
1963_41,0.03300979411437003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006914591263564026,0.0,0.015792245992018967,0.0,0.0,0.08284291718785207,0.0,0.0,0.0,0.0,0.055007445159654444,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/41.html
1963_42,0.004550030779960802,0.0034860222756223085,0.0,0.0,0.00018738927901231506,0.0,0.0,0.0018439291843136585,0.0054736485366095175,0.0,0.0,0.030644895393278988,0.0,0.0062159123197334226,0.0,0.0,0.010571629665971442,0.0,0.0,0.01464701146350001,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/42.html
1963_43,0.0,0.0,0.0006517608308080707,0.06408012653326138,0.027938199331050684,0.0,0.0,0.0,0.0,0.0,0.007215508006053575,0.0,0.0,0.016175253871553615,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/43.html
1963_44,0.0,0.09276483201038264,0.0,0.0,0.0,0.016275244352340637,0.0011224827953512694,0.0,0.0,0.012671726209099593,0.013227928428992612,0.0,0.016975548920843662,0.0,0.0,0.0,0.004111737803473192,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/44.html
1963_45,0.0,0.003805972396400525,0.0,0.0,0.010176903184198928,0.0,0.0,0.0,0.0028960319021682237,0.0,0.01057554833838655,0.0,0.0,0.02321449143791078,0.007334597255795917,0.0,0.003893022590975653,0.001282970602704557,0.0,0.00010964956766956002,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/45.html
1963_46,0.0,0.0010381804145585575,0.0,0.002058607475172419,0.0033429905787016757,0.0,0.0,0.0,0.0,0.0,0.0,0.0006998897228991292,0.0,0.02221787774646358,0.009703038005293851,0.003925055375661016,0.02336614829584089,0.0,0.0012032878089296524,3.5648435847026366e-05,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/46.html
1963_47,0.0007646843987532019,0.0,0.003531532798850442,0.04251808833843864,0.014036128240518747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023703252137681666,0.0005893683519741396,0.004892633852459395,0.030596751848419857,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/47.html
1963_48,0.006108170218974762,0.0,0.0,0.013788008469481,0.0,0.0748315655127536,0.0,0.0,0.016224203570701912,0.0,0.0,0.007544195336211512,0.0030842291100898053,0.0012657658883041573,0.019234626161555017,0.00391220189376221,0.0,0.0,0.0,0.017471740125518415,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/48.html
1963_49,0.004299324922464077,0.007505602613886974,0.0,0.05434363031849481,0.0,0.00956988132102304,0.0,0.0006707706084348254,0.0,0.0,0.0,0.024287923460456065,0.09345019211587514,0.0,0.0,0.0,0.0,0.0,0.0,0.024669258879916226,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/49.html
1963_50,0.0,0.014562190002551649,0.0031781320157407296,0.0,0.008309526782223004,0.0,0.11255203098041916,0.023353430483848928,0.0,0.0,0.0042456445490516295,0.0,0.0,0.0,0.0,0.027536309665914107,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/50.html
1963_51,0.03115169496722194,0.00012547318708393412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006870071517781581,0.0,0.0,0.003832746038679365,0.0,0.0,0.0,0.0,0.13650852219705728,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/51.html
1963_52,0.009431278667861254,0.0,0.015148111333822307,0.0005106539982486878,0.0,0.039911407558605894,0.011689251977678923,0.0,0.028925896811018023,0.0,0.0,0.08041236797136149,0.0,0.002134461644581325,0.0,0.0,0.0,0.0,0.01632829260610262,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/52.html
1963_53,0.0,0.0,0.0,0.0,0.0,0.0,0.13903998147996383,0.0031676793954858768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02195679786710439,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/53.html
1963_54,0.0,0.007057451894435288,0.0,0.0,0.008557638747565396,0.0,0.0916052128215045,0.0,0.0026940813778586706,0.002756054441603182,0.028309415982898444,0.0005110830824471449,0.00695849861425937,2.404914362855925e-05,0.0,0.0,0.00042499340263577463,0.005826532607159795,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/54.html
1963_55,0.004055279185752133,0.008523237094076803,0.0,0.07849653290965462,0.0,0.0,0.034159959062529034,0.003048741408562195,0.008970189978176479,0.0,0.0,0.02688051293434687,0.0,0.0,0.0,0.017402397012491536,0.0,0.0,0.011813537904194515,0.007658108770332335,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/55.html
1963_56,0.0,0.004093207765786488,0.0,0.04725538967502442,0.0032088398221652736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019312551609776663,0.0,0.0751724148527407,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/56.html
1963_57,0.01126454654916038,0.00020438636731653955,0.0,0.00012919607673837072,0.0,0.0,0.00038686660598378895,0.00785058193247936,0.028351270621939408,0.0,0.0,0.0,0.0,0.0,0.0,0.025822121570236622,0.0,0.006179716115707534,0.0,0.05749938433225078,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/57.html
1963_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03884650906501445,0.020371280998002964,0.0,0.0,0.10476591881101444,0.0,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/58.html
1963_59,0.0,0.03293428735296144,0.000416322152801924,0.0,0.0,0.0,0.004976823992890425,0.0,0.0011077150415019351,0.0,0.0,0.0,0.0,0.0037307569299467216,0.0,0.00927561605878728,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/59.html
1963_60,0.0,0.02110132171957386,0.0,0.009240061944813924,0.006147224368938877,0.0038245324930790076,0.0,0.0,0.0,0.0,0.002244434286063139,0.0,0.0026342882049558217,0.0,0.0010623203481993733,0.0,0.0,0.0,0.0,0.11080356086855732,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/60.html
1963_61,0.061325952756845846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06616994254749917,0.0,0.0,0.0,0.0002607361955486503,0.0,0.0,0.0,0.0,0.0,0.046584624843035265,0.007413386244226295,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/61.html
1963_62,0.020936732006967017,0.0,0.0,0.0,0.0,0.0850477481844926,0.0,0.0,0.0,0.0,0.0,0.030256771212977887,0.03764631561770591,0.0,0.0021700933700599073,0.0,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/62.html
1963_63,0.0,0.03345123849121526,0.0012673492943319953,0.0,0.0,0.006669027804137754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005251110547964125,0.0,0.04683583055471676,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/63.html
1963_64,0.0,0.0,0.0,0.027363080264781917,0.0,0.00975858129921464,0.0,0.0,0.0,0.0,0.0,0.013321767174344957,0.0,0.0,0.0,0.0,0.028894634192614177,0.0,0.0,0.0369052084405664,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/64.html
1963_65,0.009831927197903483,0.0,0.0,0.010647056182513204,0.0,0.09372651971784422,0.0,0.0,0.0071236678114959115,0.0,0.0,0.015706247554323604,0.0031149999652305663,0.0,0.0,0.0,0.0,0.0,0.0,0.02360780999413152,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/65.html
1963_66,0.0,0.0007298152312524336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15781276291723706,0.005663652030753094,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1963/66.html
1964_1,0.0,0.00230313797370966,0.0,0.0,0.0,0.006927319579251878,0.0,0.0009241364260238312,0.0014340654685741062,0.0,0.0,0.0,0.0,0.0,0.0,0.05075135509773672,0.006695532100717091,0.0,0.0012862042096413895,0.014502746358362713,http://classic.austlii.edu.au/au/cases/cth/HCA/1964/1.html
1964_2,0.0,0.0,0.0,0.0,0.015108685331332623,0.0,0.0,0.0,0.0017541492034227305,0.0,0.0,0.0,0.0,0.06525882930163272,0.0,0.008683779226704876,0.014648252483404725,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1964/2.html
1964_3,0.008406372990872565,0.0,0.0,0.0,0.003087297732692092,0.08580132880363481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010270727546215082,0.0,0.0014485008207737017,0.0,0.0,0.0,0.0,http://classic.austlii.edu.au/au/cases/cth/HCA/1964/3.html
